id,entity_name,entity_description,entity_name_embedding,description_embedding,combined_embedding,dbscan_labels,agg_labels,final_cluster
5926,DesiredFeeling,The feeling or effect that the respondent desires to achieve from tranquilizers.,"[ 0.00345675 -0.0225943  -0.03905065 ... -0.00359775  0.00140074
  0.00874243]","[ 0.02126273  0.00468358 -0.06025113 ... -0.00375225  0.0179005
 -0.00190134]","[ 0.00345675 -0.0225943  -0.03905065 ... -0.00375225  0.0179005
 -0.00190134]",0,28,DBSCAN_0_AGG_28
5927,Prescription_Tranquilizers_Usage,Usage of prescription tranquilizers over time.,"[ 0.00412144  0.01665817 -0.00195793 ... -0.01285173  0.02112776
  0.00680385]","[ 0.00538402  0.01295276  0.00033694 ... -0.00832879  0.00917723
  0.0038427 ]","[ 0.00412144  0.01665817 -0.00195793 ... -0.00832879  0.00917723
  0.0038427 ]",0,38,DBSCAN_0_AGG_38
5928,Effectiveness_Reduction,Reduction in effectiveness of the same amount of prescription tranquilizers over time.,"[ 0.01427513  0.02230442  0.02087465 ... -0.00864635 -0.03371248
  0.02815895]","[-0.01439175  0.02132819 -0.00785129 ... -0.00393247 -0.01790093
  0.01968966]","[ 0.01427513  0.02230442  0.02087465 ... -0.00393247 -0.01790093
  0.01968966]",-1,13,DBSCAN_-1_AGG_13
5929,PrescriptionTranquilizersUse,Usage of prescription tranquilizers by the respondent.,"[ 0.00425261  0.03649138 -0.03088128 ...  0.00023     0.0035996
 -0.0080613 ]","[-0.00474294  0.03714599 -0.0090181  ... -0.01555929  0.01129563
  0.00348531]","[ 0.00425261  0.03649138 -0.03088128 ... -0.01555929  0.01129563
  0.00348531]",0,38,DBSCAN_0_AGG_38
5930,CutDownOrStopAttempt,Attempt to cut down or stop using prescription tranquilizers by the respondent.,"[-0.0054211   0.04693836 -0.01822726 ... -0.00516462 -0.01987151
  0.00732182]","[-0.00264434  0.03097502 -0.01171658 ...  0.01097393 -0.00327523
 -0.00606017]","[-0.0054211   0.04693836 -0.01822726 ...  0.01097393 -0.00327523
 -0.00606017]",0,13,DBSCAN_0_AGG_13
5931,SurveyPeriod,The time period of the past 12 months.,"[-0.00941919 -0.01081145  0.02660084 ... -0.02191847  0.0023373
 -0.01669163]","[-0.0014868   0.00239303  0.03584113 ... -0.01840739  0.0359727
  0.00788794]","[-0.00941919 -0.01081145  0.02660084 ... -0.01840739  0.0359727
  0.00788794]",0,23,DBSCAN_0_AGG_23
5932,Respondent,The individual who is taking the survey.,"[-0.00286051  0.01264529 -0.00938681 ... -0.01554503  0.02669561
  0.01563472]","[ 0.03881647 -0.01897726  0.01935077 ... -0.04212061 -0.0013881
  0.02371798]","[-0.00286051  0.01264529 -0.00938681 ... -0.04212061 -0.0013881
  0.02371798]",0,17,DBSCAN_0_AGG_17
5933,PrescriptionTranquilizersUsage,Usage of prescription tranquilizers over the past 12 months.,"[ 0.00438258  0.03559025 -0.01359791 ...  0.00379338  0.01635192
 -0.00565035]","[ 0.00337235  0.02566313  0.01561075 ... -0.0167786   0.01861168
  0.00804929]","[ 0.00438258  0.03559025 -0.01359791 ... -0.0167786   0.01861168
  0.00804929]",0,38,DBSCAN_0_AGG_38
5934,AttemptToCutDownOrStop,Attempt to cut down or stop using prescription tranquilizers.,"[-0.00132699  0.04135738 -0.00299602 ...  0.01045896 -0.03193759
  0.00591728]","[ 0.01610787  0.01301403 -0.01664717 ...  0.01254569 -0.02226718
  0.00219975]","[-0.00132699  0.04135738 -0.00299602 ...  0.01254569 -0.02226718
  0.00219975]",0,13,DBSCAN_0_AGG_13
5935,UnableToStopUsage,Inability to cut down or stop using prescription tranquilizers despite attempts.,"[-0.00997456  0.00218962  0.02797657 ...  0.013201   -0.01083213
  0.02806092]","[ 0.02344903  0.03445344  0.03081793 ... -0.01396874 -0.00456536
  0.01577252]","[-0.00997456  0.00218962  0.02797657 ... -0.01396874 -0.00456536
  0.01577252]",0,13,DBSCAN_0_AGG_13
5936,SurveyRespondent,Individuals participating in the survey.,"[-0.00230483  0.00949373 -0.02934157 ... -0.02026319  0.01685138
 -0.00813643]","[ 0.04305661  0.02847198  0.0339049  ... -0.04872195 -0.00727779
 -0.00032548]","[-0.00230483  0.00949373 -0.02934157 ... -0.04872195 -0.00727779
 -0.00032548]",0,17,DBSCAN_0_AGG_17
5937,Wishing to Cut Down or Stop Using Prescription Tranquilizers,"In the past 12 months, did you often wish that you could cut down or stop using any prescription tranquilizers?","[ 0.00483151 -0.01245699  0.0135882  ...  0.00805479 -0.0173362
  0.01407885]","[-0.01640671 -0.01151532 -0.01786787 ... -0.00573331 -0.02060928
  0.00118284]","[ 0.00483151 -0.01245699  0.0135882  ... -0.00573331 -0.02060928
  0.00118284]",0,38,DBSCAN_0_AGG_38
5938,Time Period,"The duration over which the respondent wished to cut down or stop using prescription tranquilizers, specified as the past 12 months.","[-0.01694879 -0.01337507  0.06459841 ... -0.01791384  0.02822788
  0.00093961]","[-0.00508917  0.01003809  0.01387834 ... -0.01382491  0.01793899
  0.00207374]","[-0.01694879 -0.01337507  0.06459841 ... -0.01382491  0.01793899
  0.00207374]",0,23,DBSCAN_0_AGG_23
5939,Prescription Tranquilizers,The specific type of substance the respondents wished to cut down or stop using.,"[ 0.00831451  0.04313814 -0.05568787 ... -0.00192113  0.00837065
  0.00451903]","[ 0.00922261  0.02397021 -0.01551853 ... -0.01010775 -0.03537712
  0.0188164 ]","[ 0.00831451  0.04313814 -0.05568787 ... -0.01010775 -0.03537712
  0.0188164 ]",0,38,DBSCAN_0_AGG_38
5940,Physical_Health_Problems,Long-lasting or repeated physical health problems.,"[-0.00319829  0.02658604  0.04297231 ... -0.02264522  0.00435011
  0.03459807]","[ 0.01915029  0.01691813  0.09266181 ... -0.01444098 -0.01512151
  0.04627646]","[-0.00319829  0.02658604  0.04297231 ... -0.01444098 -0.01512151
  0.04627646]",0,28,DBSCAN_0_AGG_28
5941,Prescription_Tranquilizer,A prescription tranquilizer used by the respondent.,"[ 0.0056304   0.0196139  -0.06042771 ... -0.0030498   0.02669816
  0.01174323]","[ 0.0016985   0.03526125 -0.05156958 ...  0.00598477  0.01984823
 -0.00826436]","[ 0.0056304   0.0196139  -0.06042771 ...  0.00598477  0.01984823
 -0.00826436]",0,38,DBSCAN_0_AGG_38
5942,Time_Period,The past 12 months.,"[-0.03009986 -0.00884936  0.05511619 ... -0.01304996  0.03360482
  0.03290918]","[ 0.00141306  0.01663215  0.01826832 ... -0.00810649  0.02037777
 -0.0131367 ]","[-0.03009986 -0.00884936  0.05511619 ... -0.00810649  0.02037777
 -0.0131367 ]",0,23,DBSCAN_0_AGG_23
5943,Prescription_Tranquilizers,Any prescription tranquilizers used by the respondent.,"[ 0.00761069  0.02715505 -0.04939106 ... -0.01129996  0.02539825
  0.00014186]","[-0.01625785  0.03905815 -0.01513468 ... -0.0089362   0.01383602
 -0.01048758]","[ 0.00761069  0.02715505 -0.04939106 ... -0.0089362   0.01383602
 -0.01048758]",0,38,DBSCAN_0_AGG_38
5944,Physical_Health_Problems,Long-lasting or repeated physical health problems experienced by the respondent.,"[-0.00319829  0.02658604  0.04297231 ... -0.02264522  0.00435011
  0.03459807]","[ 0.0039617   0.03571483  0.08677382 ... -0.01234146 -0.00880305
  0.02791048]","[-0.00319829  0.02658604  0.04297231 ... -0.01234146 -0.00880305
  0.02791048]",0,28,DBSCAN_0_AGG_28
5945,EmotionalMentalHealthProblems,Long-lasting or repeated problems with emotions or mental health.,"[ 0.00359016 -0.02475636  0.05601353 ... -0.01511721 -0.00385286
  0.01036068]","[-0.00608154 -0.00069897  0.08781268 ... -0.02494679 -0.02725893
  0.03779742]","[ 0.00359016 -0.02475636  0.05601353 ... -0.02494679 -0.02725893
  0.03779742]",0,28,DBSCAN_0_AGG_28
5946,PrescriptionTranquilizerUse,Using a prescription tranquilizer.,"[ 0.00411598  0.03543974 -0.03388344 ...  0.00137455  0.00548115
  0.0015853 ]","[ 0.00775306  0.01535093 -0.02433855 ... -0.01932975 -0.003873
  0.00380951]","[ 0.00411598  0.03543974 -0.03388344 ... -0.01932975 -0.003873
  0.00380951]",0,38,DBSCAN_0_AGG_38
5947,TimePeriodPast12Months,The past 12 months.,"[-0.01465932 -0.00105468  0.04290339 ...  0.0071373   0.03433333
  0.00610584]","[ 0.0014438   0.01662227  0.0182588  ... -0.00808121  0.02035518
 -0.01313281]","[-0.01465932 -0.00105468  0.04290339 ... -0.00808121  0.02035518
 -0.01313281]",0,23,DBSCAN_0_AGG_23
5948,PrescriptionTranquilizers,Usage of prescription tranquilizers by the respondent.,"[ 0.01241447  0.0475974  -0.06032095 ...  0.00453953  0.01243379
 -0.00508362]","[-0.00474294  0.03714599 -0.0090181  ... -0.01555929  0.01129563
  0.00348531]","[ 0.01241447  0.0475974  -0.06032095 ... -0.01555929  0.01129563
  0.00348531]",0,38,DBSCAN_0_AGG_38
5949,EmotionalOrMentalHealthProblems,Long-lasting or repeated problems with emotions or mental health.,"[ 0.01474845 -0.0294536   0.04785308 ... -0.01055625 -0.00395769
  0.01942408]","[-0.00608154 -0.00069897  0.08781268 ... -0.02494679 -0.02725893
  0.03779742]","[ 0.01474845 -0.0294536   0.04785308 ... -0.02494679 -0.02725893
  0.03779742]",0,28,DBSCAN_0_AGG_28
5950,PrescriptionTranquilizersUse,Use of prescription tranquilizers.,"[ 0.00425261  0.03649138 -0.03088128 ...  0.00023     0.0035996
 -0.0080613 ]","[ 0.00764857  0.03257539 -0.00776885 ... -0.02634899 -0.00039689
  0.00585494]","[ 0.00425261  0.03649138 -0.03088128 ... -0.02634899 -0.00039689
  0.00585494]",0,38,DBSCAN_0_AGG_38
5951,ImportantActivities,"Important activities such as spending time with friends and family, attending special events at work or school, participating in hobbies and sports, attending religious services and events.","[-0.01545797  0.00604427  0.03659564 ... -0.03991135 -0.01943376
  0.01697767]","[ 0.00790498  0.03928461  0.06025495 ... -0.03457956 -0.0193514
  0.01701153]","[-0.01545797  0.00604427  0.03659564 ... -0.03457956 -0.0193514
  0.01701153]",0,26,DBSCAN_0_AGG_26
5952,LessTimeSpentOnActivities,Giving up or spending a lot less time doing important activities.,"[-0.01575235 -0.00191629  0.02649445 ... -0.02232832  0.01477209
  0.03125964]","[ 0.03898003  0.01056688  0.02312972 ... -0.03275732 -0.0074812
  0.03895068]","[-0.01575235 -0.00191629  0.02649445 ... -0.03275732 -0.0074812
  0.03895068]",0,13,DBSCAN_0_AGG_13
5953,TimePeriod,Past 12 months.,"[-0.06603158 -0.01852301  0.06213481 ... -0.00373663  0.00114601
  0.01960396]","[-0.00067027  0.02218435  0.0167064  ... -0.00204742  0.02623149
 -0.01016556]","[-0.06603158 -0.01852301  0.06213481 ... -0.00204742  0.02623149
 -0.01016556]",0,23,DBSCAN_0_AGG_23
5954,Use of Prescription Tranquilizers,Use of prescription tranquilizers by the respondent.,"[ 0.01850265  0.03084239 -0.03067507 ... -0.02062201  0.0079546
  0.01489135]","[-0.00765536  0.03458214 -0.00709377 ... -0.01434272  0.01198552
  0.0031571 ]","[ 0.01850265  0.03084239 -0.03067507 ... -0.01434272  0.01198552
  0.0031571 ]",0,38,DBSCAN_0_AGG_38
5955,Serious Problems at Work,"Serious problems at work due to the use of prescription tranquilizers; includes missing work, getting demoted, having hours cut, losing a job, not being able to get a job or keep a job.","[-0.00772969  0.0127468   0.03847464 ...  0.01137919 -0.02497981
 -0.00773724]","[-0.01833896  0.02795655  0.02969548 ...  0.00442422 -0.00206163
 -0.01206546]","[-0.00772969  0.0127468   0.03847464 ...  0.00442422 -0.00206163
 -0.01206546]",0,24,DBSCAN_0_AGG_24
5956,Serious Problems at School,"Serious problems at school due to the use of prescription tranquilizers; includes missing school, getting suspended, expelled, or dropping out.","[ 0.01103825 -0.00925466  0.03031401 ...  0.00517172 -0.03234832
 -0.00708425]","[-0.01316104  0.01326037  0.01518486 ... -0.00812012 -0.00539168
  0.00774763]","[ 0.01103825 -0.00925466  0.03031401 ... -0.00812012 -0.00539168
  0.00774763]",0,24,DBSCAN_0_AGG_24
5957,Serious Problems at Home,Serious problems at home due to the use of prescription tranquilizers; includes failing to take care of family.,"[ 0.00263101  0.01402001  0.04091157 ...  0.02325834 -0.03602876
 -0.01464842]","[ 0.01627836  0.0405051   0.03250409 ...  0.00178805 -0.01338326
  0.00086524]","[ 0.00263101  0.01402001  0.04091157 ...  0.00178805 -0.01338326
  0.00086524]",0,24,DBSCAN_0_AGG_24
5958,Past 12 Months Period,The time period of the past 12 months.,[0.00427381 0.00803133 0.05527274 ... 0.00700231 0.0280953  0.01039053],"[-0.00148368  0.00238837  0.03589787 ... -0.0184095   0.03597682
  0.00786911]","[ 0.00427381  0.00803133  0.05527274 ... -0.0184095   0.03597682
  0.00786911]",0,23,DBSCAN_0_AGG_23
5959,PrescriptionTranquilizerUsage,Use of prescription tranquilizers over the past 12 months.,"[ 0.0022086   0.03375577 -0.01261957 ...  0.00567069  0.02197656
  0.00291302]","[ 0.00410597  0.02909849  0.02211765 ... -0.02463579  0.01647982
  0.00882048]","[ 0.0022086   0.03375577 -0.01261957 ... -0.02463579  0.01647982
  0.00882048]",0,38,DBSCAN_0_AGG_38
5960,FamilyIssues,Issues with family caused or made worse by substance use.,"[-0.01489914 -0.00584802  0.02722996 ...  0.00446536 -0.04751381
  0.02451572]","[-0.01566672  0.01887939  0.01351833 ... -0.00423398 -0.08270971
  0.02346703]","[-0.01489914 -0.00584802  0.02722996 ... -0.00423398 -0.08270971
  0.02346703]",0,24,DBSCAN_0_AGG_24
5961,FriendIssues,Issues with friends caused or made worse by substance use.,"[-0.03293522 -0.0321538   0.02745084 ... -0.02206775 -0.04312256
  0.03895501]","[-0.01356612  0.00012039  0.01657548 ... -0.02007155 -0.0825895
  0.04502389]","[-0.03293522 -0.0321538   0.02745084 ... -0.02007155 -0.0825895
  0.04502389]",0,24,DBSCAN_0_AGG_24
5962,SurveyPeriod,The past 12 months from the time of the survey.,"[-0.00941919 -0.01081145  0.02660084 ... -0.02191847  0.0023373
 -0.01669163]","[ 0.00401039  0.03785412  0.05296719 ... -0.01801285  0.02295531
 -0.01852709]","[-0.00941919 -0.01081145  0.02660084 ... -0.01801285  0.02295531
 -0.01852709]",0,23,DBSCAN_0_AGG_23
5963,Respondent,The individual answering the survey.,"[-0.00286051  0.01264529 -0.00938681 ... -0.01554503  0.02669561
  0.01563472]","[ 0.00522657 -0.01398974  0.02396536 ... -0.0331874  -0.00436853
  0.02830778]","[-0.00286051  0.01264529 -0.00938681 ... -0.0331874  -0.00436853
  0.02830778]",0,17,DBSCAN_0_AGG_17
5964,Prescription_Tranquilizers,Prescription medications used to treat anxiety or insomnia.,"[ 0.00762451  0.02713448 -0.04939931 ... -0.0113144   0.02540249
  0.00012531]","[-0.02114698 -0.01145379 -0.0194754  ... -0.01174063 -0.01495521
  0.02075134]","[ 0.00762451  0.02713448 -0.04939931 ... -0.01174063 -0.01495521
  0.02075134]",0,38,DBSCAN_0_AGG_38
5965,Arguments_Problems,Social conflicts or issues arising between individuals.,"[-0.00729065 -0.02369364  0.05459773 ... -0.03871031  0.00591577
  0.00419718]","[ 0.00162836 -0.03863414  0.11156437 ...  0.04067557 -0.05853812
  0.05101033]","[-0.00729065 -0.02369364  0.05459773 ...  0.04067557 -0.05853812
  0.05101033]",0,24,DBSCAN_0_AGG_24
5966,Family_Friends,"Close social relationships of the respondent, including family members and friends.","[ 0.0076269   0.01662552 -0.01249537 ...  0.00847766 -0.00420135
 -0.00260289]","[ 0.02984034  0.0185319   0.03788578 ... -0.03424914  0.01641468
  0.00341246]","[ 0.0076269   0.01662552 -0.01249537 ... -0.03424914  0.01641468
  0.00341246]",0,9,DBSCAN_0_AGG_9
5967,Continued_Use,The act of ongoing consumption or administration of prescription tranquilizers despite adverse effects.,"[ 0.01775527  0.01465273  0.02138052 ... -0.03817467 -0.03665713
  0.02119504]","[ 0.02128361  0.03459086  0.00708568 ... -0.0199941  -0.00055253
  0.03302217]","[ 0.01775527  0.01465273  0.02138052 ... -0.0199941  -0.00055253
  0.03302217]",0,8,DBSCAN_0_AGG_8
5968,Respondent,The individual taking the survey.,"[-0.00286051  0.01264529 -0.00938681 ... -0.01554503  0.02669561
  0.01563472]","[ 0.025547   -0.0114725   0.01879065 ... -0.04177999 -0.0117534
  0.0200473 ]","[-0.00286051  0.01264529 -0.00938681 ... -0.04177999 -0.0117534
  0.0200473 ]",0,17,DBSCAN_0_AGG_17
5969,Prescription Tranquilizer,Refers to tranquilizers prescribed by a healthcare professional.,"[ 0.00626785  0.03969977 -0.07315525 ...  0.00213975  0.01378053
  0.01129089]","[ 0.00075484  0.02081754 -0.03292017 ... -0.00123026 -0.01692606
  0.0160319 ]","[ 0.00626785  0.03969977 -0.07315525 ... -0.00123026 -0.01692606
  0.0160319 ]",0,38,DBSCAN_0_AGG_38
5970,Increased Risk,An increased likelihood of encountering harmful situations.,"[-0.00662347  0.00305643  0.03256297 ... -0.01028535 -0.03154173
  0.02904699]","[ 0.01535117  0.00449488  0.04860568 ... -0.02901104 -0.0625322
  0.02111833]","[-0.00662347  0.00305643  0.03256297 ... -0.02901104 -0.0625322
  0.02111833]",0,5,DBSCAN_0_AGG_5
5971,Physical Harm,Bodily injury or damage.,"[ 0.01614992  0.05925777  0.03223772 ... -0.01838606  0.00834671
  0.00660361]","[ 0.04127754  0.08043322  0.01878831 ... -0.0129532   0.05117132
  0.04413958]","[ 0.01614992  0.05925777  0.03223772 ... -0.0129532   0.05117132
  0.04413958]",0,5,DBSCAN_0_AGG_5
5972,Time Period,The past 12 months.,"[-0.01693881 -0.01340172  0.06455754 ... -0.01791924  0.02820622
  0.00091633]","[ 0.0014438   0.01662227  0.0182588  ... -0.00808121  0.02035518
 -0.01313281]","[-0.01693881 -0.01340172  0.06455754 ... -0.00808121  0.02035518
 -0.01313281]",0,23,DBSCAN_0_AGG_23
5973,Situations,Specific contexts or events where the respondent experienced increased risk.,"[-0.03508368 -0.01488421  0.00548465 ... -0.03972135 -0.04017307
  0.04469028]","[ 0.01407121  0.00038535  0.04915178 ... -0.02508127  0.00298535
  0.00462422]","[-0.03508368 -0.01488421  0.00548465 ... -0.02508127  0.00298535
  0.00462422]",-1,36,DBSCAN_-1_AGG_36
5974,Respondent,An individual who answered the survey.,"[-0.00286051  0.01264529 -0.00938681 ... -0.01554503  0.02669561
  0.01563472]","[ 0.00178665 -0.01021391 -0.01414414 ... -0.05368968  0.01228493
  0.01757231]","[-0.00286051  0.01264529 -0.00938681 ... -0.05368968  0.01228493
  0.01757231]",0,17,DBSCAN_0_AGG_17
5975,WithdrawalSymptom,Sweating or feeling that your heart was beating fast as a symptom of prescription tranquilizer withdrawal.,"[-0.01767788 -0.02011621 -0.01691236 ...  0.02174649 -0.03617799
 -0.00937055]","[-0.03829606 -0.01186345 -0.04369403 ... -0.00501864  0.01846321
 -0.02618419]","[-0.01767788 -0.02011621 -0.01691236 ... -0.00501864  0.01846321
 -0.02618419]",0,25,DBSCAN_0_AGG_25
5976,PrescriptionTranquilizer,A type of medication that can lead to withdrawal symptoms when used less or stopped.,"[ 0.00394678  0.04068017 -0.07150011 ...  0.01008922  0.01677047
  0.00049335]","[ 0.0016207  -0.01798683 -0.04768986 ... -0.02293734 -0.04542677
  0.01452148]","[ 0.00394678  0.04068017 -0.07150011 ... -0.02293734 -0.04542677
  0.01452148]",0,38,DBSCAN_0_AGG_38
5977,TimePeriod,Past 12 months,"[-0.06603158 -0.01852301  0.06213481 ... -0.00373663  0.00114601
  0.01960396]",[0.0085495  0.01757479 0.02713536 ... 0.00680614 0.02194619 0.00469107],"[-0.06603158 -0.01852301  0.06213481 ...  0.00680614  0.02194619
  0.00469107]",0,23,DBSCAN_0_AGG_23
5978,WithdrawalSymptom,Experiencing hands trembling as a withdrawal symptom in the past 12 months.,"[-0.01767788 -0.02011621 -0.01691236 ...  0.02174649 -0.03617799
 -0.00937055]","[-0.01470284  0.0030609   0.0212915  ... -0.00589166 -0.00245431
 -0.00398476]","[-0.01767788 -0.02011621 -0.01691236 ... -0.00589166 -0.00245431
 -0.00398476]",0,25,DBSCAN_0_AGG_25
5979,Person,The respondent experiencing the withdrawal symptom.,"[ 0.04328212 -0.01197179 -0.02794971 ... -0.03172957  0.01668997
  0.02500833]","[-0.0149102   0.00539617 -0.01451632 ...  0.01034834  0.00272494
  0.00307407]","[ 0.04328212 -0.01197179 -0.02794971 ...  0.01034834  0.00272494
  0.00307407]",0,17,DBSCAN_0_AGG_17
5980,TimePeriod,The time period of the past 12 months.,"[-0.06603158 -0.01852301  0.06213481 ... -0.00373663  0.00114601
  0.01960396]","[-0.00148368  0.00238837  0.03589787 ... -0.0184095   0.03597682
  0.00786911]","[-0.06603158 -0.01852301  0.06213481 ... -0.0184095   0.03597682
  0.00786911]",0,23,DBSCAN_0_AGG_23
