id,relation_name,relation_description,relation_name_embedding,description_embedding,combined_embedding,dbscan_labels,agg_labels,final_cluster
5064,measuredBy,Methamphetamine recency indicator helps to classify respondents as past year users.,"[ 0.02250335 -0.01708175  0.05335448 ... -0.02440462  0.00896421
  0.01160816]","[ 0.01297247  0.01542552 -0.00120167 ... -0.01952132 -0.00463723
 -0.00592269]","[ 0.02250335 -0.01708175  0.05335448 ... -0.01952132 -0.00463723
 -0.00592269]",0,19,DBSCAN_0_AGG_19
5065,hasSeverity,Relates substance use disorder to its severity.,"[-0.04694744  0.01313552  0.02252648 ...  0.01555541 -0.04961155
  0.0178643 ]","[-0.03762709 -0.0043022   0.00290129 ...  0.02155338 -0.07290575
  0.03974068]","[-0.04694744  0.01313552  0.02252648 ...  0.02155338 -0.07290575
  0.03974068]",0,48,DBSCAN_0_AGG_48
5066,measures,The respondent's usage of methamphetamine.,"[ 0.01150785 -0.01502799  0.06524274 ... -0.03259222 -0.01867202
 -0.0316885 ]","[ 0.0165034   0.00550618 -0.00107495 ... -0.03648599 -0.02002796
  0.01308473]","[ 0.01150785 -0.01502799  0.06524274 ... -0.03648599 -0.02002796
  0.01308473]",0,19,DBSCAN_0_AGG_19
5067,classifiedBy,Classification of methamphetamine use based on lifetime usage.,"[-0.01315622  0.03071364  0.01398906 ...  0.01083374 -0.00813884
 -0.02157268]","[-0.01564419  0.00587311  0.03306731 ... -0.00070471 -0.03097445
  0.00531719]","[-0.01315622  0.03071364  0.01398906 ... -0.00070471 -0.03097445
  0.00531719]",0,25,DBSCAN_0_AGG_25
5068,classifiedBy,Classification of methamphetamine use based on past year usage.,"[-0.01315622  0.03071364  0.01398906 ...  0.01083374 -0.00813884
 -0.02157268]","[-0.02025933  0.00786416  0.01815007 ... -0.01727772 -0.03833128
  0.00131422]","[-0.01315622  0.03071364  0.01398906 ... -0.01727772 -0.03833128
  0.00131422]",0,25,DBSCAN_0_AGG_25
5069,measuredBy,Lifetime methamphetamine use measured by IRMETHAMREC.,"[ 0.02250335 -0.01708175  0.05335448 ... -0.02440462  0.00896421
  0.01160816]","[-0.00114174  0.03032601  0.0142099  ... -0.02856421 -0.03168345
  0.00622766]","[ 0.02250335 -0.01708175  0.05335448 ... -0.02856421 -0.03168345
  0.00622766]",0,19,DBSCAN_0_AGG_19
5070,measuredBy,Past year methamphetamine use measured by METHNDLRC.,"[ 0.02250335 -0.01708175  0.05335448 ... -0.02440462  0.00896421
  0.01160816]","[-0.0124377   0.01186716  0.00927122 ... -0.02878358 -0.03839712
 -0.00635079]","[ 0.02250335 -0.01708175  0.05335448 ... -0.02878358 -0.03839712
 -0.00635079]",0,19,DBSCAN_0_AGG_19
5071,hasSeverity,Represents the severity of pain reliever use disorder among past year misusers.,"[-0.04693608  0.01316283  0.02249082 ...  0.01557626 -0.04963084
  0.01785644]","[-0.02014323  0.01821538  0.00253031 ... -0.01390606 -0.03779159
  0.02846419]","[-0.04693608  0.01316283  0.02249082 ... -0.01390606 -0.03779159
  0.02846419]",0,48,DBSCAN_0_AGG_48
5072,excludes,DSM-5 based SUD variables exclude past year users who are not misusers.,"[-0.00035321 -0.00082817  0.05409001 ...  0.00657249 -0.00280681
  0.00939251]","[-0.03485347  0.04522094  0.00568192 ...  0.00406363 -0.0238478
  0.00484185]","[-0.00035321 -0.00082817  0.05409001 ...  0.00406363 -0.0238478
  0.00484185]",0,11,DBSCAN_0_AGG_11
5073,assessedBy,The severity of pain reliever use disorder is assessed by DSM-5 criteria.,"[-0.00878212  0.00385935  0.05408971 ...  0.00857022 -0.02010706
  0.00743616]","[-0.03091664  0.01731567 -0.01998414 ... -0.00537221 -0.01167897
  0.00592765]","[-0.00878212  0.00385935  0.05408971 ... -0.00537221 -0.01167897
  0.00592765]",0,19,DBSCAN_0_AGG_19
5074,targets,The severity of pain reliever use disorder is measured specifically for past year misusers of prescription pain relievers.,"[ 0.01172348  0.03432655  0.07192477 ... -0.01692958 -0.00107027
 -0.04759498]","[-0.00425748  0.01087107 -0.0218398  ... -0.02563644 -0.02028941
  0.02428137]","[ 0.01172348  0.03432655  0.07192477 ... -0.02563644 -0.02028941
  0.02428137]",35,45,DBSCAN_35_AGG_45
5075,assessesSeverity,Relates the substance use (pain reliever use) to its severity level.,"[-0.02542583  0.02270441  0.04316948 ...  0.01291508 -0.04264075
  0.01943871]","[-0.05081901  0.00524524  0.00018431 ... -0.01178897 -0.0441215
  0.04502362]","[-0.02542583  0.02270441  0.04316948 ... -0.01178897 -0.0441215
  0.04502362]",0,48,DBSCAN_0_AGG_48
5076,usesCriteria,Indicates that DSM-5 criteria are used to classify the substance use disorder.,"[-0.01060628  0.02497862  0.0072147  ...  0.01442226 -0.02990016
 -0.01848789]","[-0.01699964  0.01611809 -0.03037777 ...  0.02713747 -0.05684812
  0.01530801]","[-0.01060628  0.02497862  0.0072147  ...  0.02713747 -0.05684812
  0.01530801]",0,25,DBSCAN_0_AGG_25
5077,excludesGroup,Excludes past year misusers of prescription pain relievers from the definition.,"[-0.02457193  0.00600729  0.0514617  ...  0.0130488  -0.01709033
  0.00871387]","[ 0.00925782 -0.01493921  0.02599845 ... -0.00406803 -0.00846599
  0.02395289]","[-0.02457193  0.00600729  0.0514617  ... -0.00406803 -0.00846599
  0.02395289]",0,11,DBSCAN_0_AGG_11
5078,focusOn,Specifies that the use disorder pertains specifically to pain relievers.,"[ 0.00384951  0.016439    0.00313301 ...  0.00211402 -0.03395952
 -0.01798016]","[-0.02442998  0.00854328 -0.00639927 ... -0.02390545 -0.0022981
  0.03773993]","[ 0.00384951  0.016439    0.00313301 ... -0.02390545 -0.0022981
  0.03773993]",-1,22,DBSCAN_-1_AGG_22
5079,createdUsing,The indicator was created using DSM-5 based Substance Use Disorder variables.,"[ 0.01253925  0.02615138  0.091731   ... -0.03332625 -0.01576626
 -0.02331831]","[-0.01554348  0.0345731  -0.01600218 ...  0.00364669 -0.0422531
 -0.01341379]","[ 0.01253925  0.02615138  0.091731   ...  0.00364669 -0.0422531
 -0.01341379]",0,4,DBSCAN_0_AGG_4
5080,excludesDataFrom,The indicator excludes use disorder data from past year misusers of prescription pain relievers.,"[-0.0104383   0.01185174  0.0628023  ...  0.01127442  0.01022595
  0.01296658]","[-0.00235306  0.00679701  0.01070044 ... -0.01487575 -0.01609273
  0.02352413]","[-0.0104383   0.01185174  0.0628023  ... -0.01487575 -0.01609273
  0.02352413]",0,11,DBSCAN_0_AGG_11
5081,assessesSeverityOf,Assesses the severity of tranquilizer use disorder among individuals who misused prescription tranquilizers in the past year.,"[-0.02829072  0.02791267  0.04766577 ...  0.01879222 -0.04643711
  0.02959814]","[-0.03406868  0.02538859 -0.01897628 ... -0.00376658 -0.01364572
  0.01410188]","[-0.02829072  0.02791267  0.04766577 ... -0.00376658 -0.01364572
  0.01410188]",0,48,DBSCAN_0_AGG_48
5082,isDerivedFrom,The severity assessment of tranquilizer use disorder is derived from DSM-5 diagnostic variables.,"[-0.02280455 -0.00741185  0.02933297 ...  0.01237555 -0.02217566
 -0.00313506]","[-0.04700184  0.05812406 -0.04276702 ...  0.0091037   0.01034855
 -0.00698047]","[-0.02280455 -0.00741185  0.02933297 ...  0.0091037   0.01034855
 -0.00698047]",0,4,DBSCAN_0_AGG_4
5083,excludes,DSM-5 diagnostic variables exclude use disorder data from non-misusers of prescription tranquilizers.,"[-0.00035321 -0.00082817  0.05409001 ...  0.00657249 -0.00280681
  0.00939251]","[-0.03664218  0.04766877 -0.03029281 ...  0.001267   -0.00123367
  0.01003298]","[-0.00035321 -0.00082817  0.05409001 ...  0.001267   -0.00123367
  0.01003298]",0,11,DBSCAN_0_AGG_11
5084,measuresSeverityOf,Measures the severity of use disorder of prescription tranquilizers based on DSM-5 criteria.,"[-0.03048152  0.01308065  0.04764237 ...  0.00783789 -0.04386218
  0.00924796]","[-0.0333799   0.02492639 -0.0330479  ...  0.00411183 -0.01426372
 -0.00354677]","[-0.03048152  0.01308065  0.04764237 ...  0.00411183 -0.01426372
 -0.00354677]",0,48,DBSCAN_0_AGG_48
5085,pertainsTo,Pertains to individuals who have misused prescription tranquilizers in the past year.,"[-0.03917875  0.01418635  0.07629403 ...  0.05096224  0.0018819
  0.00095368]","[ 0.00112503  0.02244951  0.00721591 ... -0.01345713 -0.02100318
  0.02028002]","[-0.03917875  0.01418635  0.07629403 ... -0.01345713 -0.02100318
  0.02028002]",0,14,DBSCAN_0_AGG_14
5086,isBasedOn,Is based on DSM-5 criteria for Substance Use Disorders.,"[-0.03469422  0.00368225  0.04821854 ...  0.00805516 -0.0477688
 -0.01215101]","[-0.05035239  0.03253837 -0.02672105 ...  0.01368639 -0.05778698
 -0.00235951]","[-0.03469422  0.00368225  0.04821854 ...  0.01368639 -0.05778698
 -0.00235951]",0,25,DBSCAN_0_AGG_25
5087,created_using,Tranquilizer use disorder severity is created using the DSM-5 based substance use disorder variables.,"[ 0.00284402  0.01345093  0.07396828 ... -0.0397611  -0.01042151
 -0.02724898]","[-0.03367764  0.04227867 -0.0398882  ... -0.00908734 -0.01281953
 -0.00991346]","[ 0.00284402  0.01345093  0.07396828 ... -0.00908734 -0.01281953
 -0.00991346]",0,4,DBSCAN_0_AGG_4
5088,excludes_data_from,The tranquilizer use disorder severity data does not include individuals who have misused prescription tranquilizers in the past year.,"[-0.00832503 -0.00160621  0.05250088 ...  0.00992723  0.0126702
  0.01632962]","[-0.00948428  0.03847179 -0.01363366 ... -0.0142613  -0.01463323
  0.01483082]","[-0.00832503 -0.00160621  0.05250088 ... -0.0142613  -0.01463323
  0.01483082]",0,11,DBSCAN_0_AGG_11
5089,createdUsing,The severity measure for tranquilizer use disorder is created using DSM-5 based SUD variables.,"[ 0.01248655  0.0261631   0.09178036 ... -0.03331982 -0.01575485
 -0.02329706]","[-0.02380716  0.05782077 -0.01098381 ...  0.00489554  0.0009435
 -0.02308321]","[ 0.01248655  0.0261631   0.09178036 ...  0.00489554  0.0009435
 -0.02308321]",0,4,DBSCAN_0_AGG_4
5090,usesClassificationSystem,Uses DSM-5 to classify the severity of stimulant use disorder.,"[-0.04936966  0.01480366  0.01371058 ...  0.01785126 -0.01733005
 -0.01467336]","[-0.00940418 -0.00414649 -0.01525255 ...  0.00771985 -0.04512602
  0.01109436]","[-0.04936966  0.01480366  0.01371058 ...  0.00771985 -0.04512602
  0.01109436]",0,25,DBSCAN_0_AGG_25
5091,pertainsTo,Pertains to misusers of prescription stimulants within the past year.,"[-0.03917875  0.01418635  0.07629403 ...  0.05096224  0.0018819
  0.00095368]","[-0.01113091  0.00999048  0.02560499 ... -0.01968413 -0.0359626
  0.04661702]","[-0.03917875  0.01418635  0.07629403 ... -0.01968413 -0.0359626
  0.04661702]",0,14,DBSCAN_0_AGG_14
5092,excludes,Excludes individuals who used prescription stimulants but did not misuse them in the past year.,"[-0.00035321 -0.00082817  0.05409001 ...  0.00657249 -0.00280681
  0.00939251]","[ 0.01130774 -0.00386507  0.00955444 ... -0.0242907  -0.05201701
  0.0286917 ]","[-0.00035321 -0.00082817  0.05409001 ... -0.0242907  -0.05201701
  0.0286917 ]",0,11,DBSCAN_0_AGG_11
5093,involves,Involves use or misuse of prescription stimulants.,"[-0.02129262  0.03105048  0.08872426 ... -0.00205359 -0.026804
  0.01895856]","[ 0.01451106 -0.00626924  0.02398488 ... -0.02709732 -0.05602388
  0.05165555]","[-0.02129262  0.03105048  0.08872426 ... -0.02709732 -0.05602388
  0.05165555]",0,11,DBSCAN_0_AGG_11
5094,evaluatesSeverity,Evaluates the severity of stimulant use disorder among past year misusers,"[-0.02951636  0.04610346  0.0230368  ...  0.02072267 -0.03290544
  0.01658709]","[ 0.00392509  0.0127317   0.00657496 ...  0.00039037 -0.0628015
  0.0277259 ]","[-0.02951636  0.04610346  0.0230368  ...  0.00039037 -0.0628015
  0.0277259 ]",0,48,DBSCAN_0_AGG_48
5095,utilizesCriteriaFrom,DSM-5 based criteria variables used to assess stimulant use disorder severity,"[-0.03309576  0.02715444  0.06525847 ...  0.0294459  -0.01535413
 -0.03361717]","[-0.01229744  0.00936119 -0.00969745 ... -0.00354272 -0.04294497
 -0.00529306]","[-0.03309576  0.02715444  0.06525847 ... -0.00354272 -0.04294497
 -0.00529306]",0,25,DBSCAN_0_AGG_25
5096,refersTo,Refers to individuals who misused prescription stimulants in the past year,"[-0.0326063  -0.00306814  0.0399593  ...  0.03643348 -0.00790296
 -0.01872904]","[ 0.00467874 -0.00698074  0.02895439 ... -0.0231396  -0.0469967
  0.04612971]","[-0.0326063  -0.00306814  0.0399593  ... -0.0231396  -0.0469967
  0.04612971]",0,14,DBSCAN_0_AGG_14
5097,createdUsing,Stimulant use disorder severity is calculated using DSM-5 based SUD variables.,"[ 0.01253925  0.02615138  0.091731   ... -0.03332625 -0.01576626
 -0.02331831]","[-0.01295783  0.01491784 -0.00644262 ... -0.00498169 -0.04462044
 -0.00385045]","[ 0.01253925  0.02615138  0.091731   ... -0.00498169 -0.04462044
 -0.00385045]",0,4,DBSCAN_0_AGG_4
5098,excludesDataFrom,Severity of stimulant use disorder excludes data from past year misusers of prescription stimulants.,"[-0.0104383   0.01185174  0.0628023  ...  0.01127442  0.01022595
  0.01296658]","[ 0.01298045  0.00896297 -0.00285746 ... -0.02062776 -0.03495912
  0.02544404]","[-0.0104383   0.01185174  0.0628023  ... -0.02062776 -0.03495912
  0.02544404]",0,11,DBSCAN_0_AGG_11
5099,isDerivedFrom,The severity of stimulant use disorder is derived from DSM-5 based SUD variables.,"[-0.02280455 -0.00741185  0.02933297 ...  0.01237555 -0.02217566
 -0.00313506]","[-0.02508875  0.01685613 -0.01481871 ... -0.00639064 -0.04167243
  0.00136741]","[-0.02280455 -0.00741185  0.02933297 ... -0.00639064 -0.04167243
  0.00136741]",0,4,DBSCAN_0_AGG_4
5100,usesCriteria,Sedative use disorder severity is assessed using DSM-5 criteria.,"[-0.01060628  0.02497862  0.0072147  ...  0.01442226 -0.02990016
 -0.01848789]","[-0.00445076  0.03086334 -0.0288105  ...  0.01313108 -0.01342603
 -0.0356297 ]","[-0.01060628  0.02497862  0.0072147  ...  0.01313108 -0.01342603
 -0.0356297 ]",0,25,DBSCAN_0_AGG_25
5101,isAssessedFor,The sedative use disorder severity is assessed with respect to prescription sedatives.,"[-0.0331839   0.01508428  0.02504098 ...  0.01258937 -0.02095422
  0.03303083]","[-0.00189447  0.01085057 -0.00906328 ...  0.00733636 -0.02750985
 -0.00130273]","[-0.0331839   0.01508428  0.02504098 ...  0.00733636 -0.02750985
 -0.00130273]",0,19,DBSCAN_0_AGG_19
5102,includes,Past year misusers are a subset of past year users of prescription sedatives.,"[ 0.00277669  0.02550095  0.08001655 ... -0.02716463 -0.00093333
 -0.02520814]","[-0.01726339  0.01745104  0.00149936 ...  0.0028219  -0.03934783
 -0.01127317]","[ 0.00277669  0.02550095  0.08001655 ...  0.0028219  -0.03934783
 -0.01127317]",0,11,DBSCAN_0_AGG_11
5103,assessesSeverity,Assesses the severity of sedative use disorder among past year misusers of prescription sedatives.,"[-0.02542583  0.02270441  0.04316948 ...  0.01291508 -0.04264075
  0.01943871]","[ 0.00380537  0.01061432 -0.00588942 ...  0.00656077 -0.03690831
  0.00118997]","[-0.02542583  0.02270441  0.04316948 ...  0.00656077 -0.03690831
  0.00118997]",0,48,DBSCAN_0_AGG_48
5104,excludes,Excludes individuals who are past year users but not misusers of prescription sedatives.,"[-0.00031458 -0.00085667  0.05416229 ...  0.00657771 -0.00280365
  0.00940213]","[ 0.01089987  0.01486145  0.00674351 ...  0.011995   -0.03131047
  0.00143414]","[-0.00031458 -0.00085667  0.05416229 ...  0.011995   -0.03131047
  0.00143414]",0,11,DBSCAN_0_AGG_11
5105,relatedTo,Misuser of prescription sedatives evaluated by this measure.,"[-0.02368136 -0.00865122  0.02264102 ...  0.04982667  0.00767249
  0.0043085 ]","[-0.00465315  0.03039201 -0.01762622 ... -0.01789784 -0.00709052
  0.00502126]","[-0.02368136 -0.00865122  0.02264102 ... -0.01789784 -0.00709052
  0.00502126]",0,14,DBSCAN_0_AGG_14
5106,assesses,The survey assesses the severity of sedative use disorder.,"[-0.00970186  0.00823682  0.0824984  ... -0.00435444 -0.02558948
 -0.00628749]","[ 0.00256446  0.01477942 -0.00647712 ...  0.01210208 -0.03327277
 -0.00312091]","[-0.00970186  0.00823682  0.0824984  ...  0.01210208 -0.03327277
 -0.00312091]",0,19,DBSCAN_0_AGG_19
5107,relatesTo,Sedative use disorder relates to the use of sedatives.,"[-0.06072039 -0.00795184  0.06623489 ...  0.04822899 -0.00083641
  0.01925504]","[-0.00400065 -0.00775329 -0.0189433  ...  0.02558054 -0.0211872
 -0.02702136]","[-0.06072039 -0.00795184  0.06623489 ...  0.02558054 -0.0211872
 -0.02702136]",0,14,DBSCAN_0_AGG_14
5108,usesCriteria,The assessment of substance use disorder uses the DSM-5 criteria.,"[-0.01060628  0.02497862  0.0072147  ...  0.01442226 -0.02990016
 -0.01848789]","[-0.03089349  0.02356732 -0.03744732 ...  0.01585498 -0.05600548
  0.01044862]","[-0.01060628  0.02497862  0.0072147  ...  0.01585498 -0.05600548
  0.01044862]",0,25,DBSCAN_0_AGG_25
5109,belongsTo,The respondent belongs to the group of individuals surveyed.,"[-0.01320839  0.02003915  0.04594617 ...  0.00354282  0.0120756
 -0.02351683]","[ 0.0117011  -0.00012467  0.04100662 ... -0.00201585 -0.00053739
  0.0060159 ]","[-0.01320839  0.02003915  0.04594617 ... -0.00201585 -0.00053739
  0.0060159 ]",2,45,DBSCAN_2_AGG_45
5110,assesses,Assesses the severity of sedative use disorders among past year users who have not misused prescription sedatives.,"[-0.00970186  0.00823682  0.0824984  ... -0.00435444 -0.02558948
 -0.00628749]","[-0.00272528  0.01058782  0.00224256 ...  0.00054426 -0.04424381
  0.00263097]","[-0.00970186  0.00823682  0.0824984  ...  0.00054426 -0.04424381
  0.00263097]",0,19,DBSCAN_0_AGG_19
5111,basedOn,The severity assessment is based on DSM-5 criteria excluding data from past year misusers of prescription sedatives.,"[-0.00508911 -0.01893551  0.06082221 ...  0.00466051 -0.04272073
 -0.02069623]","[-0.00851789  0.06154861 -0.00787875 ...  0.01093706 -0.01259166
  0.00710222]","[-0.00508911 -0.01893551  0.06082221 ...  0.01093706 -0.01259166
  0.00710222]",0,25,DBSCAN_0_AGG_25
5112,hasUseDisorder,Past Year Users have been evaluated for tranquilizer or sedative use disorder.,"[-0.01749099 -0.00218243  0.00346077 ...  0.00960429 -0.0527566
  0.00182198]","[-0.03644131  0.02978    -0.04171611 ... -0.01289311  0.00339471
 -0.01948661]","[-0.01749099 -0.00218243  0.00346077 ... -0.01289311  0.00339471
 -0.01948661]",0,48,DBSCAN_0_AGG_48
5113,evaluatedBy,The use disorder is evaluated based on DSM-5 criteria.,"[ 0.00241378  0.02810674  0.03732503 ...  0.0079455   0.00686476
 -0.00802081]","[-0.02011929  0.03163179 -0.02112464 ...  0.01012708 -0.03901254
 -0.00275399]","[ 0.00241378  0.02810674  0.03732503 ...  0.01012708 -0.03901254
 -0.00275399]",0,19,DBSCAN_0_AGG_19
5114,uses,Individuals with tranquilizer or sedative use disorder have used prescription tranquilizers.,"[ 0.01775341 -0.00034598  0.05440667 ... -0.02897213 -0.03363977
 -0.00150061]","[ 0.00252178  0.02800865 -0.03449144 ... -0.00921107 -0.01262141
 -0.00272515]","[ 0.01775341 -0.00034598  0.05440667 ... -0.00921107 -0.01262141
 -0.00272515]",0,12,DBSCAN_0_AGG_12
5115,uses,Individuals with tranquilizer or sedative use disorder have used prescription sedatives.,"[ 0.01775341 -0.00034598  0.05440667 ... -0.02897213 -0.03363977
 -0.00150061]","[ 0.00773425  0.02368033 -0.02609923 ... -0.00277087 -0.02220419
 -0.00554174]","[ 0.01775341 -0.00034598  0.05440667 ... -0.00277087 -0.02220419
 -0.00554174]",0,12,DBSCAN_0_AGG_12
